STATE NAME,DISTRICT NAME,PROJECT NAME,awc_count,total_active_0_6,total_measured_0_6,avg_efficiency_pct,suw_mean,sam_mean,mam_mean,meas_gt_active_count,eff_out_of_range_count,weighted_efficiency_pct,<60,60-80,80-95,95-<100,100,coverage_gap,awc_below_80,awc_below_95,operational_priority_score,coverage_gap_pct,awc_below_80_pct,awc_below_95_pct
Odisha,Mayurbhanj,Bahalda,151,5682,5672,99.48774834437086,3.5834437086092716,1.1248344370860928,5.811192052980132,0,0,99.82400563181977,1.0,0.0,1.0,4.0,145.0,10,1.0,2.0,20.747521509775265,0.17599436818021824,0.6622516556291391,1.3245033112582782
Odisha,Mayurbhanj,Khunta,182,5080,5077,99.80637362637361,2.971428571428571,0.602032967032967,6.095659340659341,0,0,99.94094488188976,0.0,1.0,1.0,1.0,179.0,3,1.0,2.0,16.778792074067667,0.05905511811023622,0.5494505494505495,1.098901098901099
Odisha,Mayurbhanj,Kaptipada,337,12201,12168,99.71543026706232,3.551839762611276,0.525074183976261,4.346943620178042,0,0,99.72953036636342,0.0,0.0,8.0,15.0,314.0,33,0.0,8.0,13.221784369963352,0.27046963363658716,0.0,2.3738872403560833
Odisha,Mayurbhanj,Thakurmunda,224,9111,9103,99.88258928571429,4.775044642857142,0.30495535714285715,5.144821428571428,0,0,99.91219405114697,0.0,0.0,2.0,2.0,220.0,8,0.0,2.0,4.903315458550887,0.08780594885303479,0.0,0.8928571428571428
Odisha,Mayurbhanj,TIRING,114,3857,3854,99.91026315789475,4.287719298245614,1.435877192982456,5.604122807017544,0,0,99.92221934145708,0.0,0.0,1.0,1.0,112.0,3,0.0,1.0,4.774868204995246,0.077780658542909,0.0,0.8771929824561403
Odisha,Nabarangpur,RAIGHAR,313,19085,19059,99.80463258785942,2.1632907348242814,0.36399361022364213,2.6380191693290738,0,0,99.86376735656275,0.0,0.0,4.0,17.0,292.0,26,0.0,4.0,7.070939575013748,0.13623264343725439,0.0,1.2779552715654952
Odisha,Nabarangpur,NANDAHANDI,135,6087,6084,99.95022222222222,1.8074074074074074,0.4699259259259259,2.5893333333333333,0,0,99.9507146377526,0.0,0.0,1.0,1.0,133.0,3,0.0,1.0,3.9501305149407666,0.04928536224741252,0.0,0.7407407407407408
Odisha,Nabarangpur,DABUGAM,142,6944,6941,99.94845070422535,3.652042253521127,0.5780281690140845,4.317676056338028,0,0,99.95679723502305,0.0,0.0,1.0,0.0,141.0,3,0.0,1.0,3.737140585448173,0.043202764976958526,0.0,0.7042253521126761
Odisha,Nabarangpur,KOSAGUMUNDA,310,17858,17840,99.87883870967741,3.526064516129032,0.2729354838709677,4.099387096774193,0,0,99.89920483816776,0.0,0.0,1.0,12.0,297.0,18,0.0,1.0,2.116879034967612,0.10079516183223207,0.0,0.3225806451612903
Odisha,Nabarangpur,JHARIGAM,304,17937,17924,99.93628289473685,5.183190789473684,0.8219407894736842,6.161348684210526,0,0,99.92752411217037,0.0,0.0,0.0,10.0,294.0,13,0.0,0.0,0.36237943914812953,0.07247588782962591,0.0,0.0
Odisha,Nayagarh,GANIA,82,2441,2433,99.6789024390244,2.247926829268293,0.5913414634146341,2.819634146341463,0,0,99.67226546497338,0.0,0.0,2.0,4.0,76.0,8,0.0,2.0,13.833794626352654,0.3277345350266284,0.0,2.4390243902439024
Odisha,Nayagarh,DASPALLA,229,7144,7139,99.8696943231441,0.7756768558951965,0.09991266375545851,1.4834934497816592,0,0,99.93001119820829,0.0,1.0,0.0,4.0,224.0,5,1.0,1.0,11.266974576644154,0.06998880179171332,0.43668122270742354,0.43668122270742354
Odisha,Nayagarh,BHAPUR,153,6537,6529,99.78542483660131,1.1770588235294117,0.48477124183006537,1.9693464052287581,0,0,99.87761970322778,0.0,0.0,3.0,3.0,147.0,8,0.0,3.0,10.415823052488548,0.12238029677221968,0.0,1.9607843137254901
Odisha,Nayagarh,NUAGAON,168,5778,5774,99.94464285714287,2.254642857142857,0.7414285714285714,3.172083333333333,0,0,99.93077189338871,0.0,0.0,0.0,4.0,164.0,4,0.0,0.0,0.34614053305642095,0.06922810661128419,0.0,0.0
Odisha,Nayagarh,ODAGAON,230,10189,10182,99.94839130434784,1.3609130434782608,0.42530434782608695,3.1555652173913042,0,0,99.93129845912259,0.0,0.0,0.0,5.0,225.0,7,0.0,0.0,0.34350770438708406,0.06870154087741681,0.0,0.0
Odisha,Nuapada,KHARIAR,264,10743,10735,99.92246212121212,1.7863257575757574,0.6971212121212121,2.3064772727272724,0,0,99.92553290514753,0.0,0.0,2.0,3.0,259.0,8,0.0,2.0,4.160214262141098,0.07446709485246207,0.0,0.7575757575757576
Odisha,Nuapada,Boden,205,7947,7944,99.96951219512195,0.9298536585365854,0.4673170731707317,1.1666829268292684,0,0,99.96224990562477,0.0,0.0,1.0,0.0,204.0,3,0.0,1.0,2.627774862120082,0.03775009437523594,0.0,0.4878048780487805
Odisha,Nuapada,Sinapali,258,9267,9261,99.93713178294573,1.0000775193798448,0.3543798449612403,1.4986046511627906,0,0,99.93525412754937,0.0,0.0,1.0,0.0,257.0,6,0.0,1.0,2.2617138583771874,0.06474587245063128,0.0,0.3875968992248062
Odisha,Nuapada,Nuapada,332,14164,14161,99.9765361445783,1.6960240963855422,0.30557228915662654,3.51539156626506,0,0,99.97881954250212,0.0,0.0,0.0,2.0,330.0,3,0.0,0.0,0.10590228748940977,0.021180457497881954,0.0,0.0
Odisha,Nuapada,KOMNA,349,11650,11650,100.0,1.1846704871060172,0.17048710601719197,1.7926934097421203,0,0,100.0,0.0,0.0,0.0,0.0,349.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,Puri,ASTARANGA,178,4400,4399,99.96876404494381,0.4919662921348314,0.12483146067415729,0.6147191011235955,0,0,99.97727272727272,0.0,0.0,1.0,0.0,177.0,1,0.0,1.0,2.9226251276813078,0.022727272727272728,0.0,0.5617977528089888
Odisha,Puri,PURI SADAR,269,8579,8577,99.97676579925651,0.13171003717472118,0.06843866171003718,0.47769516728624534,0,0,99.97668725958737,0.0,0.0,1.0,0.0,268.0,2,0.0,1.0,1.9752997615427312,0.023312740412635504,0.0,0.37174721189591076
Odisha,Puri,NIMAPADA,379,11376,11373,99.98852242744064,0.2955672823218997,0.12889182058047494,0.4041160949868074,0,0,99.97362869198312,0.0,0.0,0.0,1.0,378.0,3,0.0,0.0,0.13185654008438819,0.026371308016877634,0.0,0.0
Odisha,Puri,DELANGA,179,7213,7212,99.97670391061453,0.6765921787709497,0.23798882681564246,2.494189944134078,0,0,99.986136143075,0.0,0.0,0.0,1.0,178.0,1,0.0,0.0,0.06931928462498267,0.013863856924996535,0.0,0.0
Odisha,Puri,PIPILI,261,9772,9771,99.99065134099618,0.06425287356321839,0.04367816091954023,0.1617624521072797,0,0,99.98976668031109,0.0,0.0,0.0,1.0,260.0,1,0.0,0.0,0.05116659844453541,0.010233319688907082,0.0,0.0
Odisha,Rayagada,KOLNARA,174,6492,6481,99.82994252873563,4.431724137931035,1.2466091954022989,3.7582758620689654,0,0,99.83056069008009,0.0,0.0,2.0,5.0,167.0,11,0.0,2.0,6.5943229863811155,0.16943930991990142,0.0,1.1494252873563218
Odisha,Rayagada,KASIPUR,329,19079,19041,99.81313069908813,1.3251063829787233,1.1235562310030394,2.3162917933130696,0,0,99.80082813564653,0.0,0.0,3.0,20.0,306.0,38,0.0,3.0,5.555129838484713,0.19917186435347767,0.0,0.911854103343465
Odisha,Rayagada,GUDARI,133,4907,4905,99.95932330827068,3.7374436090225562,1.511203007518797,3.5690977443609024,0,0,99.9592418993275,0.0,0.0,1.0,0.0,132.0,2,0.0,1.0,3.963188999603145,0.04075810067250866,0.0,0.7518796992481203
Odisha,Rayagada,Muniguda,187,11319,11299,99.80229946524064,4.205882352941177,1.1540106951871658,4.412032085561497,0,0,99.82330594575492,0.0,0.0,1.0,9.0,177.0,20,0.0,1.0,3.557267062669223,0.17669405424507464,0.0,0.53475935828877
Odisha,Rayagada,GUNUPUR,229,7941,7939,99.97480349344978,0.6910043668122271,0.6624017467248908,1.3819213973799125,0,0,99.97481425513159,0.0,0.0,1.0,1.0,227.0,2,0.0,1.0,2.30933483787914,0.02518574486840448,0.0,0.43668122270742354
Odisha,Sambalpur,Bamra,211,6057,6054,99.93189573459716,1.9215165876777252,1.0172511848341232,3.224691943127962,0,0,99.95047052996533,0.0,0.0,2.0,1.0,208.0,3,0.0,2.0,4.9869838430643485,0.04952947003467063,0.0,0.9478672985781991
Odisha,Sambalpur,JAMANKIRA,242,6102,6096,99.8896694214876,3.763719008264463,1.5914462809917356,5.754297520661157,0,0,99.90167158308752,0.0,0.0,2.0,3.0,237.0,6,0.0,2.0,4.623873489521117,0.09832841691248771,0.0,0.8264462809917356
Odisha,Sambalpur,RAIRAKHOL,175,5582,5577,99.89154285714287,1.6746285714285714,0.5927428571428571,3.4364,0,0,99.91042637047653,0.0,0.0,1.0,3.0,171.0,5,0.0,1.0,3.305011004760198,0.08957362952346828,0.0,0.5714285714285714
Odisha,Sambalpur,Jujomura,197,5615,5613,99.95639593908629,3.390710659898477,1.772994923857868,6.0094923857868014,0,0,99.96438112199466,0.0,0.0,1.0,1.0,195.0,2,0.0,1.0,2.716165456016562,0.03561887800534283,0.0,0.5076142131979695
Odisha,Sambalpur,Kuchinda,203,4855,4853,99.9415763546798,3.22512315270936,1.3979310344827585,4.411477832512315,0,0,99.95880535530381,0.0,0.0,1.0,1.0,201.0,2,0.0,1.0,2.669027410673066,0.0411946446961895,0.0,0.49261083743842365
Odisha,Subarnapur,SONEPUR,240,6971,6945,99.70604166666666,1.7857916666666667,0.8577083333333333,2.4322083333333335,0,0,99.62702625161383,1.0,0.0,3.0,4.0,232.0,26,1.0,4.0,18.531535408597524,0.37297374838617126,0.4166666666666667,1.6666666666666667
Odisha,Subarnapur,ULLUNDA,249,6751,6742,99.83710843373494,1.3699598393574297,0.8776305220883535,1.995301204819277,0,0,99.86668641682714,0.0,0.0,3.0,5.0,241.0,9,0.0,3.0,6.6906643014064855,0.1333135831728633,0.0,1.2048192771084338
Odisha,Subarnapur,BIRMAHARAJPUR,280,7471,7459,99.82796428571429,2.290464285714286,1.0420357142857142,2.4904642857142854,0,0,99.83937893186989,0.0,0.0,3.0,8.0,269.0,12,0.0,3.0,6.160248197793372,0.16062106813010307,0.0,1.0714285714285714
Odisha,Subarnapur,TARBHA,261,6153,6149,99.94969348659004,2.3475862068965516,0.9989272030651339,2.4157471264367816,0,0,99.93499106127092,0.0,0.0,1.0,2.0,258.0,4,0.0,1.0,2.2407535059059125,0.06500893872907525,0.0,0.38314176245210724
Odisha,Subarnapur,BINKA,258,7319,7317,99.97961240310079,1.9037596899224807,0.9271705426356589,2.1566279069767442,0,0,99.97267386254953,0.0,0.0,1.0,0.0,257.0,2,0.0,1.0,2.074615183376388,0.027326137450471376,0.0,0.3875968992248062
Odisha,Sundergarh,NUAGAON,228,6722,6721,99.9780701754386,0.7986842105263158,0.6321052631578947,1.7171052631578947,0,0,99.9851234751562,0.0,0.0,1.0,0.0,227.0,1,0.0,1.0,2.2673650803593333,0.01487652484379649,0.0,0.43859649122807015
Odisha,Sundergarh,KOIRA,177,9339,9332,99.9264406779661,1.1547457627118642,0.7533333333333333,1.9009039548022597,0,0,99.92504550808438,0.0,0.0,0.0,5.0,172.0,7,0.0,0.0,0.3747724595781133,0.07495449191562266,0.0,0.0
Odisha,Sundergarh,LEPHRIPARA,220,4838,4836,99.97090909090909,1.2963636363636364,0.41977272727272724,1.6672272727272728,0,0,99.95866060355519,0.0,0.0,0.0,2.0,218.0,2,0.0,0.0,0.20669698222405952,0.0413393964448119,0.0,0.0
Odisha,Sundergarh,BISRA,172,6308,6306,99.97767441860465,2.257732558139535,1.1115697674418605,2.6519767441860465,0,0,99.96829422954978,0.0,0.0,0.0,2.0,170.0,2,0.0,0.0,0.1585288522511097,0.03170577045022194,0.0,0.0
Odisha,Sundergarh,TANGARPALI,170,3475,3474,99.97200000000001,0.8685882352941177,0.5504117647058823,1.4984117647058823,0,0,99.97122302158273,0.0,0.0,0.0,1.0,169.0,1,0.0,0.0,0.14388489208633093,0.028776978417266185,0.0,0.0
